Player,Recpt,Yd,Avg,TD,FL,FPTS
Quan Bray,0,4,13.3,0,0,0
Shelton Gibson,0,3,15.0,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,5,12.7,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Jaelen Strong,0,2,13.5,0,0,0
Chris Matthews,0,7,10.4,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Jakeem Grant,0,1,7.5,0,0,0
Jace Billingsley,0,0,0.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Chad Williams,0,1,10.0,0,0,0
Nick Williams,0,5,11.2,0,0,0
Isaiah McKenzie,0,1,8.5,0,0,0
Noah Brown,0,3,12.0,0,0,0
Leonte Carroo,0,5,10.4,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Chad Hansen,0,1,13.0,0,0,0
Cody Core,0,6,10.2,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Chris Thompson,0,0,0.0,0,0,0
Eric Weems,0,0,6.3,0,0,0
Arrelious Benn,0,1,11.0,0,0,0
Hunter Sharp,0,3,11.3,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
