Player,Recpt,Yd,Avg,TD,FL,FPTS
Seth Roberts,2,27,12.5,0,0,4.4
Taylor Gabriel,3,38,12.8,0,0,4.2
Adam Humphries,3,38,11.1,0,0,4.2
Cooper Kupp,2,31,10.8,0,0,4.2
Torrey Smith,3,36,11.9,0,0,4.2
Leonte Carroo,2,30,12.1,0,0,4.2
Mike Williams,2,35,14.2,0,0,4
Bruce Ellington,3,37,12.2,0,0,4
Bennie Fowler,2,25,12.3,0,0,3.8
Ryan Grant,2,23,11.9,0,0,3.8
Jamison Crowder,3,38,11.4,0,0,3.8
Robert Woods,3,32,10.8,0,0,3.6
Chris Godwin,2,35,13.7,0,0,3.6
T.J. Jones,2,38,15.5,0,0,3.6
Trent Taylor,2,29,10.6,0,0,3.2
Cordarrelle Patterson,1,13,9.0,0,0,3.2
Breshad Perriman,2,24,11.0,0,0,3.2
Demarcus Robinson,2,26,10.6,0,0,3.2
Travis Benjamin,2,36,15.4,0,0,3.2
Russell Shepard,1,23,14.5,0,0,3.2
Tavon Austin,1,13,7.3,0,0,2.8
Curtis Samuel,1,23,14.8,0,0,2.6
Ricardo Louis,2,26,13.4,0,0,2.6
Michael Campanaro,2,26,10.5,0,0,2.6
Josh Bellamy,2,28,12.8,0,0,2.6
Tommylee Lewis,2,27,12.0,0,0,2.6
Kasen Williams,2,26,12.6,0,0,2.6
ArDarius Stewart,2,25,12.8,0,0,2.6
Bryce Treggs,1,24,12.9,0,0,2.6
Geronimo Allison,1,26,14.9,0,0,2.6
Rashard Higgins,2,25,10.2,0,0,2.6
De'Anthony Thomas,1,20,10.8,0,0,2.6
Jarius Wright,1,21,11.3,0,0,2.4
Jakeem Grant,1,20,11.6,0,0,2.4
Tavarres King,1,15,11.3,0,0,1.6
Aldrick Robinson,1,13,12.1,0,0,1.6
Laquon Treadwell,1,14,12.1,0,0,1.6
Keelan Cole,1,13,11.5,0,0,1.6
Pharoh Cooper,1,15,10.9,0,0,1.2
Sammie Coates,0,11,16.1,0,0,1
Ed Eagan,1,13,10.1,0,0,1
Brian Quick,0,9,15.7,0,0,0.6
Eli Rogers,1,15,12.2,0,0,0.6
Johnny Holton,0,3,39.0,0,0,0.6
Jaelen Strong,0,6,10.0,0,0,0.6
Phillip Dorsett,0,9,18.0,0,0,0
Mekale McKay,0,0,0.0,0,0,0
Travis Rudolph,1,9,9.9,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Rueben Randle,0,0,0.0,0,0,0
Josh Reynolds,0,2,14.5,0,0,0
Reggie Davis,0,3,11.3,0,0,0
Chris Moore,0,0,8.0,0,0,0
Max McCaffrey,0,4,9.4,0,0,0
Kamar Aiken,2,27,12.9,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,3,10.7,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,2,12.0,0,0,0
Tre McBride,0,3,11.0,0,0,0
Trevor Davis,0,3,11.0,0,0,0
Eric Decker,3,42,13.2,0,0,0
Cody Latimer,0,2,9.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,5,14.5,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Vince Mayle,0,0,8.0,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,2,10.0,0,0,0
Jeff Janis,0,2,13.0,0,0,0
Brittan Golden,0,2,25.0,0,0,0
Jordan Taylor,0,2,11.5,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Justin Hunter,0,5,12.5,0,0,0
Tanner Gentry,0,3,11.7,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Mack Hollins,0,3,10.7,0,0,0
Braxton Miller,0,3,7.8,0,0,0
Quan Bray,0,4,14.0,0,0,0
Shelton Gibson,0,3,11.0,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,12.2,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Chris Matthews,0,0,0.0,0,0,0
T.Y. Hilton,5,77,15.1,0,0,0
Taywan Taylor,1,28,14.7,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Rishard Matthews,3,52,15.8,0,0,0
Chad Williams,0,1,14.0,0,0,0
Isaiah McKenzie,0,2,12.5,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Chad Hansen,0,1,15.0,0,0,0
Chester Rogers,1,21,15.5,0,0,0
Darrius Heyward-Bey,0,4,20.0,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Donte Moncrief,3,43,13.5,0,0,0
Chris Thompson,0,0,0.0,0,0,0
Eric Weems,0,0,12.6,0,0,0
Arrelious Benn,0,2,22.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
