Player,Recpt,Yd,Avg,TD,FL,FPTS
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,3,15.0,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,2,10.5,0,0,0
Trevor Davis,0,1,8.0,0,0,0
Ryan Switzer,0,1,9.0,0,0,0
Jaydon Mickens,0,0,0.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,3,17.0,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,12.3,0,0,0
Tyler Boyd,0,5,9.0,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,0,0.0,0,0,0
Jeff Janis,0,1,16.0,0,0,0
Brittan Golden,0,1,18.0,0,0,0
Tanner McEvoy,0,4,20.5,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,0,2,9.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Kasen Williams,0,4,8.4,0,0,0
Tanner Gentry,0,2,13.0,0,0,0
Griff Whalen,0,0,0.0,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Quan Bray,0,4,14.0,0,0,0
JoJo Natson,0,0,0.0,0,0,0
Shelton Gibson,0,3,12.7,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,13.7,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Jaelen Strong,0,2,14.5,0,0,0
Chris Matthews,0,7,10.6,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Jakeem Grant,0,0,4.5,0,0,0
Jace Billingsley,0,3,15.5,0,0,0
Dom Williams,0,0,0.0,0,0,0
Nick Williams,0,6,11.2,0,0,0
Isaiah McKenzie,0,1,15.0,0,0,0
Noah Brown,0,3,10.7,0,0,0
Leonte Carroo,0,5,11.4,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Chad Hansen,0,1,14.0,0,0,0
Darrius Heyward-Bey,0,6,20.0,0,0,0
Cody Core,0,4,11.2,0,0,0
Bryce Treggs,0,4,14.3,0,0,0
Freddie Martino,0,0,0.0,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Chris Thompson,0,1,16.0,0,0,0
Eric Weems,0,0,6.8,0,0,0
Arrelious Benn,0,1,10.0,0,0,0
Hunter Sharp,0,0,0.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
