Player,Recpt,Yd,Avg,TD,FL,FPTS
Andre Roberts,0,2,14.5,0,0,0
Cobi Hamilton,0,0,0.0,0,0,0
Josh Bellamy,1,21,14.4,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,11.3,0,0,0
Randall Cobb,6,61,9.3,0,0,0
Tyler Boyd,1,14,9.3,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Chris Hogan,3,45,13.4,0,0,0
Andy Jones,1,20,15.6,0,0,0
Alshon Jeffery,2,25,11.4,0,0,0
Mike Thomas,3,39,13.1,0,0,0
Jeff Janis,4,42,10.3,0,0,0
Josh Doctson,3,53,15.6,0,0,0
Aldrick Robinson,1,18,12.9,0,0,0
Johnny Holton,1,15,11.5,0,0,0
Brittan Golden,0,1,15.0,0,0,0
Amari Cooper,4,49,12.0,0,0,0
Tanner McEvoy,0,3,19.5,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,2,29,14.6,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Albert Wilson,3,39,10.5,0,0,0
Justin Hunter,0,4,10.0,0,0,0
Tommylee Lewis,2,26,12.6,0,0,0
Mose Frazier,0,0,0.0,0,0,0
Maurice Harris,0,3,15.5,0,0,0
Tanner Gentry,0,2,13.5,0,0,0
Jermaine Kearse,4,59,12.1,0,0,0
Jarius Wright,1,17,10.7,0,0,0
Robert Woods,1,16,12.5,0,0,0
Deonte Thompson,2,32,14.1,0,0,0
Griff Whalen,0,0,0.0,0,0,0
Tyler Lockett,3,37,12.6,0,0,0
Justin Hardy,1,24,12.8,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Mike Wallace,4,46,10.8,0,0,0
Dez Bryant,4,57,12.8,0,0,0
Mohamed Sanu,3,44,11.4,0,0,0
Mack Hollins,1,19,10.7,0,0,0
Michael Thomas,6,79,11.7,0,0,0
Braxton Miller,2,30,11.0,0,0,0
Danny Amendola,3,39,10.5,0,0,0
Harry Douglas,0,4,10.5,0,0,0
Quan Bray,0,4,14.0,0,0,0
JoJo Natson,0,2,12.5,0,0,0
Laquon Treadwell,1,21,11.3,0,0,0
Chris Godwin,2,33,15.8,0,0,0
Louis Murphy,1,26,14.6,0,0,0
Shelton Gibson,0,2,12.5,0,0,0
Robby Anderson,5,67,12.8,0,0,0
Kenny Britt,1,22,15.2,0,0,0
ArDarius Stewart,0,1,7.5,0,0,0
Martavis Bryant,4,56,12.1,0,0,0
Demaryius Thomas,5,77,14.3,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,11.5,0,0,0
Bennie Fowler,3,47,14.7,0,0,0
Keelan Cole,2,43,17.5,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Seth Roberts,2,28,10.7,0,0,0
Jaelen Strong,0,0,0.0,0,0,0
Chris Matthews,0,2,12.5,0,0,0
T.Y. Hilton,4,60,15.1,0,0,0
Taywan Taylor,1,17,12.2,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Jakeem Grant,1,20,11.9,0,0,0
Jace Billingsley,0,0,0.0,0,0,0
Brandon Tate,0,8,11.4,0,0,0
Terrance Williams,3,44,12.3,0,0,0
Dom Williams,0,0,0.0,0,0,0
Ryan Grant,3,43,13.2,0,0,0
Rishard Matthews,3,45,13.0,0,0,0
Kenny Golladay,2,46,16.7,0,0,0
Chad Williams,0,8,12.6,0,0,0
Nick Williams,0,5,11.4,0,0,0
Isaiah McKenzie,0,0,8.0,0,0,0
Torrey Smith,2,28,10.8,0,0,0
John Brown,2,31,13.2,0,0,0
Noah Brown,0,3,10.3,0,0,0
Tavon Austin,1,15,12.1,0,0,0
Darius Powe,0,0,0.0,0,0,0
David Moore,0,0,0.0,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Nelson Agholor,1,18,10.3,0,0,0
Chad Hansen,0,1,15.0,0,0,0
A.J. Green,5,70,13.2,0,0,0
Ted Ginn,4,53,13.4,0,0,0
Chester Rogers,2,40,14.0,0,0,0
Darrius Heyward-Bey,1,16,11.6,0,0,0
Cody Core,0,2,11.0,0,0,0
Brice Butler,1,24,18.5,0,0,0
Bryce Treggs,0,0,0.0,0,0,0
Josh Gordon,5,67,13.0,0,0,0
Dontrelle Inman,2,25,12.0,0,0,0
Geronimo Allison,3,43,11.7,0,0,0
Freddie Martino,0,4,24.0,0,0,0
Rashard Higgins,0,5,11.6,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Brandin Cooks,4,55,13.8,0,0,0
Demarcus Robinson,3,38,11.1,0,0,0
Devin Funchess,4,55,13.3,0,0,0
Travis Benjamin,2,31,15.0,0,0,0
De'Anthony Thomas,3,38,11.1,0,0,0
Chris Thompson,0,1,14.0,0,0,0
Brandon LaFell,3,37,10.9,0,0,0
Corey Davis,3,36,10.3,0,0,0
Russell Shepard,1,23,13.1,0,0,0
Golden Tate,6,66,11.0,0,0,0
Jamison Crowder,5,66,12.5,0,0,0
Eric Weems,0,0,5.7,0,0,0
Brandon Coleman,2,27,13.1,0,0,0
Arrelious Benn,0,1,10.0,0,0,0
Willie Snead,2,25,12.7,0,0,0
Hunter Sharp,3,51,13.2,0,0,0
J.D. McKissic,0,3,7.8,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
Keenan Allen,7,97,13.1,0,0,0
Marvin Jones,4,60,14.5,0,0,0
