Player,Recpt,Yd,Avg,TD,FL,FPTS
Paul Richardson,1,29,15.6,0,0,2.6
Robert Woods,2,29,11.7,0,0,2.6
Nelson Agholor,2,26,10.5,0,0,2.6
Russell Shepard,1,23,15.3,0,0,2.6
Brice Butler,1,19,15.2,0,0,2.2
Brian Quick,0,12,17.4,0,0,1.6
Ryan Grant,1,17,14.7,0,0,1.6
T.J. Jones,1,15,11.2,0,0,1.4
Sammie Coates,0,18,20.1,0,0,1
Justin Hardy,0,4,11.0,0,0,0.6
Darrius Heyward-Bey,0,5,19.3,0,0,0.6
Phillip Dorsett,0,8,17.6,0,0,0
Mekale McKay,0,0,0.0,0,0,0
Trent Taylor,0,3,15.0,0,0,0
JuJu Smith-Schuster,1,21,14.4,0,0,0
Sterling Shepard,5,57,10.4,0,0,0
Stacy Coley,0,3,13.0,0,0,0
Pharoh Cooper,1,13,9.7,0,0,0
Rueben Randle,0,0,0.0,0,0,0
Roger Lewis,2,26,11.8,0,0,0
Kaelin Clay,0,2,14.5,0,0,0
Josh Reynolds,1,13,13.1,0,0,0
Chris Moore,0,1,5.5,0,0,0
Amara Darboh,0,3,13.0,0,0,0
Alex Erickson,0,2,10.0,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Eli Rogers,1,13,13.0,0,0,0
Josh Malone,0,3,12.0,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,3,10.7,0,0,0
Tyrell Williams,3,45,13.3,0,0,0
Curtis Samuel,2,35,15.4,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Tre McBride,0,2,10.5,0,0,0
Trevor Davis,0,3,12.3,0,0,0
Corey Coleman,3,43,12.1,0,0,0
Ricardo Louis,1,16,11.7,0,0,0
Zay Jones,3,50,14.4,0,0,0
Cody Latimer,0,2,9.3,0,0,0
Ryan Switzer,0,3,11.7,0,0,0
Michael Campanaro,0,1,8.5,0,0,0
Cooper Kupp,2,31,12.6,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,5,19.0,0,0,0
Josh Bellamy,0,5,14.2,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Tyler Boyd,3,33,10.6,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Andy Jones,0,0,0.0,0,0,0
Jeff Janis,0,2,14.5,0,0,0
Josh Doctson,2,38,14.9,0,0,0
Aldrick Robinson,1,18,12.5,0,0,0
Johnny Holton,0,0,17.3,0,0,0
Brittan Golden,0,1,9.5,0,0,0
Tanner McEvoy,0,4,20.5,0,0,0
Jordan Taylor,1,21,13.3,0,0,0
Tommylee Lewis,0,2,13.0,0,0,0
Kasen Williams,0,0,0.0,0,0,0
Jarius Wright,0,6,9.6,0,0,0
Mack Hollins,0,3,12.3,0,0,0
Braxton Miller,1,15,9.9,0,0,0
Quan Bray,0,3,12.3,0,0,0
Charone Peake,1,23,13.1,0,0,0
Shelton Gibson,0,3,12.3,0,0,0
Robby Anderson,4,68,16.0,0,0,0
ArDarius Stewart,3,45,15.2,0,0,0
Martavis Bryant,4,57,14.3,0,0,0
Demaryius Thomas,5,66,12.7,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Dwayne Harris,0,2,9.7,0,0,0
Austin Carr,0,4,10.7,0,0,0
Bennie Fowler,0,3,11.7,0,0,0
Keelan Cole,1,15,11.1,0,0,0
Emmanuel Sanders,4,61,14.3,0,0,0
Chris Matthews,0,0,0.0,0,0,0
Taywan Taylor,1,26,14.5,0,0,0
Brandon Tate,0,4,20.5,0,0,0
Dom Williams,0,0,0.0,0,0,0
Kenny Golladay,3,40,11.5,0,0,0
Chad Williams,1,17,12.1,0,0,0
Nick Williams,0,5,11.4,0,0,0
Isaiah McKenzie,0,3,17.0,0,0,0
Tyreek Hill,4,41,9.3,0,0,0
Noah Brown,0,3,11.7,0,0,0
Rodney Adams,0,3,13.0,0,0,0
Chad Hansen,1,22,15.2,0,0,0
Chester Rogers,1,23,13.1,0,0,0
Cody Core,0,7,12.3,0,0,0
Dontrelle Inman,1,20,12.9,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Demarcus Robinson,0,1,16.0,0,0,0
Travis Benjamin,2,28,13.6,0,0,0
De'Anthony Thomas,0,1,6.5,0,0,0
Corey Davis,1,28,14.7,0,0,0
Eric Weems,0,0,10.6,0,0,0
Arrelious Benn,0,3,32.0,0,0,0
J.D. McKissic,0,0,0.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
Keenan Allen,5,60,11.1,0,0,0
