Player,Recpt,Yd,Avg,TD,FL,FPTS
Sterling Shepard,3,37,10.1,0,0,4.2
Marquise Goodwin,3,38,11.2,0,0,4.2
Kamar Aiken,2,34,13.3,0,0,4.2
Curtis Samuel,2,32,15.5,0,0,4.2
Zay Jones,2,32,12.6,0,0,4.2
Taywan Taylor,2,38,14.4,0,0,4.2
Chris Conley,3,39,12.6,0,0,4.2
Torrey Smith,2,35,13.6,0,0,4.2
Jordan Matthews,3,39,12.2,0,0,4.2
Deonte Thompson,2,34,12.3,0,0,4
Danny Amendola,3,37,10.5,0,0,4
Nelson Agholor,2,28,10.2,0,0,3.8
Adam Humphries,3,36,10.7,0,0,3.6
Robert Woods,2,33,12.3,0,0,3.6
JuJu Smith-Schuster,1,25,14.0,0,0,3.2
Breshad Perriman,1,25,13.6,0,0,3.2
Albert Wilson,3,28,9.6,0,0,3.2
Braxton Miller,3,25,8.4,0,0,3.2
Bennie Fowler,1,24,13.4,0,0,3.2
Ryan Grant,1,25,13.2,0,0,3.2
Brandon Coleman,2,28,11.1,0,0,3.2
Tavon Austin,2,19,9.1,0,0,3
Andre Holmes,1,19,11.6,0,0,2.8
Travis Benjamin,1,29,15.4,0,0,2.8
Cordarrelle Patterson,2,19,8.9,0,0,2.6
Roger Lewis,1,21,11.8,0,0,2.6
Jeremy Kerley,2,26,10.0,0,0,2.6
Alex Erickson,1,26,13.7,0,0,2.6
Ricardo Louis,1,23,13.7,0,0,2.6
Josh Bellamy,2,25,12.2,0,0,2.6
Tommylee Lewis,2,27,10.5,0,0,2.6
Charone Peake,1,21,11.8,0,0,2.6
Laquon Treadwell,1,20,11.6,0,0,2.6
Dontrelle Inman,1,25,14.2,0,0,2.6
Markus Wheaton,2,25,12.9,0,0,2.4
Eli Rogers,2,26,11.9,0,0,2.4
Josh Doctson,1,25,13.5,0,0,2.4
Jarius Wright,2,20,10.1,0,0,2.4
Brandon Marshall,2,26,12.8,0,0,2.4
Pharoh Cooper,1,13,11.2,0,0,1.6
Michael Campanaro,1,11,10.4,0,0,1.6
Aldrick Robinson,1,17,11.9,0,0,1.6
ArDarius Stewart,1,19,12.9,0,0,1.6
Keelan Cole,1,18,11.4,0,0,1.6
Arrelious Benn,1,15,11.7,0,0,1.6
T.J. Jones,1,15,10.5,0,0,1.4
Bruce Ellington,1,19,11.2,0,0,1.2
Tyler Boyd,1,17,12.4,0,0,1
Brian Quick,0,9,16.2,0,0,0.6
Tanner McEvoy,0,4,13.7,0,0,0.6
Justin Hunter,0,7,18.0,0,0,0.6
Phillip Dorsett,0,8,16.4,0,0,0
Mekale McKay,0,0,0.0,0,0,0
Larry Fitzgerald,7,71,10.0,0,0,0
Trent Taylor,0,2,9.0,0,0,0
Stacy Coley,0,3,10.3,0,0,0
Rueben Randle,0,0,0.0,0,0,0
Kaelin Clay,0,2,11.0,0,0,0
Josh Reynolds,0,3,16.0,0,0,0
Reggie Davis,0,4,13.3,0,0,0
Chris Moore,0,0,6.0,0,0,0
Amara Darboh,0,4,13.7,0,0,0
Max McCaffrey,0,4,10.2,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Josh Malone,0,3,12.0,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,3,12.0,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,2,21.0,0,0,0
Jaron Brown,3,41,13.3,0,0,0
Tre McBride,0,2,10.5,0,0,0
Trevor Davis,0,3,11.3,0,0,0
J.J. Nelson,3,56,16.0,0,0,0
Cody Latimer,0,3,10.7,0,0,0
Ryan Switzer,0,3,11.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,6,15.7,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Andy Jones,0,2,12.0,0,0,0
Jeff Janis,0,2,9.7,0,0,0
Johnny Holton,0,0,24.2,0,0,0
Brittan Golden,0,2,13.0,0,0,0
Jordan Taylor,0,3,11.7,0,0,0
Kasen Williams,0,0,0.0,0,0,0
Tanner Gentry,0,3,12.7,0,0,0
Justin Hardy,0,4,9.8,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Cole Beasley,4,42,10.0,0,0,0
Dez Bryant,4,57,12.4,0,0,0
Mack Hollins,0,3,11.0,0,0,0
Quan Bray,0,3,12.7,0,0,0
Shelton Gibson,0,3,11.3,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Dwayne Harris,0,2,11.0,0,0,0
Austin Carr,0,4,10.2,0,0,0
Chris Matthews,0,0,0.0,0,0,0
Jakeem Grant,0,1,19.0,0,0,0
Brandon Tate,0,3,15.0,0,0,0
Terrance Williams,3,42,12.2,0,0,0
Dom Williams,0,0,0.0,0,0,0
Chad Williams,0,1,13.0,0,0,0
Nick Williams,0,5,11.8,0,0,0
Isaiah McKenzie,0,3,13.0,0,0,0
Noah Brown,0,3,11.0,0,0,0
Leonte Carroo,0,3,12.3,0,0,0
Rodney Adams,0,3,10.3,0,0,0
Darrius Heyward-Bey,0,4,15.3,0,0,0
Cody Core,0,7,14.8,0,0,0
Brice Butler,1,19,13.6,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Demarcus Robinson,0,1,18.0,0,0,0
De'Anthony Thomas,0,1,5.5,0,0,0
Eric Weems,0,0,10.0,0,0,0
J.D. McKissic,0,0,0.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
