Player,Recpt,Yd,Avg,TD,FL,FPTS
Kelvin Benjamin,3,35,11.3,0,0,4.2
Jaron Brown,2,37,14.5,0,0,4.2
Eric Decker,3,32,10.2,0,0,4.2
Cooper Kupp,3,36,11.5,0,0,4.2
Randall Cobb,3,37,9.6,0,0,4.2
Keelan Cole,2,30,14.7,0,0,4.2
Kenny Golladay,2,35,15.6,0,0,4.2
Torrey Smith,2,34,12.9,0,0,4.2
Demarcus Robinson,2,38,13.2,0,0,4.2
Brandon LaFell,3,31,10.2,0,0,4.2
J.J. Nelson,2,37,17.1,0,0,4
Travis Benjamin,2,32,14.7,0,0,4
Kendall Wright,2,30,11.1,0,0,3.6
Taylor Gabriel,2,36,13.6,0,0,3.6
Tre McBride,1,33,19.6,0,0,3.6
Adam Humphries,3,36,9.8,0,0,3.4
Corey Davis,2,32,11.2,0,0,3.4
Roger Lewis,2,28,13.0,0,0,3.2
Dede Westbrook,1,23,12.6,0,0,3.2
Deonte Thompson,2,27,12.9,0,0,3.2
Justin Hardy,2,26,13.0,0,0,3.2
Seth Roberts,2,29,12.9,0,0,3.2
Brice Butler,1,25,18.3,0,0,3.2
De'Anthony Thomas,1,21,13.7,0,0,3.2
Tavon Austin,1,15,9.9,0,0,2.8
Phillip Dorsett,1,22,13.4,0,0,2.6
Mike Williams,1,24,13.3,0,0,2.6
Travis Rudolph,1,25,13.9,0,0,2.6
Corey Coleman,2,20,9.1,0,0,2.6
Cody Latimer,1,21,11.8,0,0,2.6
Michael Campanaro,2,21,10.8,0,0,2.6
Tommylee Lewis,1,22,13.4,0,0,2.6
Mack Hollins,1,23,13.3,0,0,2.6
Chris Godwin,1,23,12.4,0,0,2.6
Kenny Britt,1,20,13.3,0,0,2.6
Martavis Bryant,1,24,13.8,0,0,2.6
Ryan Grant,2,26,10.0,0,0,2.6
Dontrelle Inman,2,23,11.7,0,0,2.6
T.J. Jones,2,29,13.9,0,0,2.6
Bruce Ellington,2,26,9.7,0,0,2.6
Jordan Matthews,2,21,10.4,0,0,2.4
Johnny Holton,1,17,12.2,0,0,2.2
Maurice Harris,1,15,13.2,0,0,2.2
Andre Holmes,1,13,11.1,0,0,2.2
Willie Snead,1,20,13.9,0,0,2.2
Jarius Wright,1,16,10.1,0,0,2
Chris Moore,1,10,10.8,0,0,1.6
Tavarres King,1,19,12.9,0,0,1.6
Marvin Hall,1,19,15.3,0,0,1.6
Josh Malone,1,13,12.4,0,0,1.6
Michael Floyd,1,14,12.7,0,0,1.6
Zay Jones,1,18,9.8,0,0,1.6
Josh Bellamy,1,16,12.9,0,0,1.6
Braxton Miller,1,17,11.5,0,0,1.6
Laquon Treadwell,1,19,11.6,0,0,1.6
Bennie Fowler,1,12,10.9,0,0,1.6
Taywan Taylor,1,18,14.1,0,0,1.6
Geronimo Allison,1,17,13.5,0,0,1.6
Markus Wheaton,1,14,13.5,0,0,1.4
Pharoh Cooper,1,17,13.5,0,0,1.4
John Ross,1,15,12.0,0,0,1.4
Alex Erickson,1,17,12.3,0,0,1.4
Eli Rogers,1,15,10.9,0,0,1.4
Cordarrelle Patterson,0,9,11.4,0,0,1
Sammie Coates,1,11,11.5,0,0,1
Ricardo Louis,1,15,10.5,0,0,1
Rashard Higgins,1,12,9.1,0,0,1
Justin Hunter,0,4,10.7,0,0,0.6
Jaelen Strong,0,8,12.3,0,0,0.6
Brandon Tate,0,4,15.3,0,0,0.6
Mekale McKay,0,0,0.0,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Kaelin Clay,0,2,12.5,0,0,0
Josh Reynolds,0,2,14.5,0,0,0
Reggie Davis,0,2,10.5,0,0,0
Amara Darboh,0,3,11.7,0,0,0
Max McCaffrey,0,4,11.2,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,3,15.0,0,0,0
Geremy Davis,0,2,10.5,0,0,0
Trevor Davis,0,1,8.0,0,0,0
Ryan Switzer,0,1,9.5,0,0,0
Jaydon Mickens,0,0,0.0,0,0,0
Andre Roberts,0,3,17.5,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,15.0,0,0,0
Tyler Boyd,0,4,9.4,0,0,0
Vince Mayle,0,0,8.3,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,0,0.0,0,0,0
Jeff Janis,0,1,16.0,0,0,0
Brittan Golden,0,2,11.5,0,0,0
Tanner McEvoy,0,3,17.0,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,0,2,11.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Kasen Williams,0,3,8.2,0,0,0
Tanner Gentry,0,2,14.5,0,0,0
Griff Whalen,0,0,0.0,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Shelton Gibson,0,3,13.0,0,0,0
Austin Carr,0,4,15.7,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Chris Matthews,0,7,10.9,0,0,0
Jakeem Grant,0,1,9.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Nick Williams,0,6,12.0,0,0,0
Isaiah McKenzie,0,1,12.0,0,0,0
Noah Brown,0,3,10.7,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Darrius Heyward-Bey,0,4,16.3,0,0,0
Cody Core,0,3,12.7,0,0,0
Freddie Martino,0,0,0.0,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Chris Thompson,0,8,11.7,0,0,0
Eric Weems,0,0,5.6,0,0,0
Arrelious Benn,0,0,9.0,0,0,0
Hunter Sharp,0,3,10.7,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
Bryce Treggs,0,8,11.7,0,0,-0.4
