Player,Recpt,Yd,Avg,TD,FL,FPTS
Ryan Switzer,0,2,14.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,2,11.5,0,0,0
Jeff Janis,0,2,13.0,0,0,0
Johnny Holton,0,2,28.0,0,0,0
Brittan Golden,0,2,13.0,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Kasen Williams,0,0,0.0,0,0,0
Tanner Gentry,0,3,12.3,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Mack Hollins,0,3,10.3,0,0,0
Braxton Miller,0,3,7.2,0,0,0
Quan Bray,0,4,15.3,0,0,0
Shelton Gibson,0,3,10.7,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Dwayne Harris,0,2,12.5,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Chris Matthews,0,0,0.0,0,0,0
Jakeem Grant,0,1,19.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Chad Williams,0,1,12.0,0,0,0
Noah Brown,0,3,12.7,0,0,0
Leonte Carroo,0,3,11.0,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Chad Hansen,0,1,17.0,0,0,0
Darrius Heyward-Bey,0,3,18.0,0,0,0
Cody Core,0,6,13.6,0,0,0
Bryce Treggs,0,3,16.0,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Demarcus Robinson,0,1,9.0,0,0,0
De'Anthony Thomas,0,1,6.5,0,0,0
Chris Thompson,0,0,0.0,0,0,0
Eric Weems,0,0,9.2,0,0,0
Arrelious Benn,0,2,27.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
