Player,Recpt,Yd,Avg,TD,FL,FPTS
Kamar Aiken,2,27,11.5,0,0,2.6
Jaron Brown,2,28,14.4,0,0,2.6
Ricardo Louis,2,26,11.3,0,0,2.6
Tommylee Lewis,1,22,12.4,0,0,2.6
Kasen Williams,2,24,10.0,0,0,2.6
Laquon Treadwell,1,20,11.5,0,0,2.6
ArDarius Stewart,2,27,13.0,0,0,2.6
Bennie Fowler,1,22,11.9,0,0,2.6
Ryan Grant,2,24,9.6,0,0,2.6
Eli Rogers,1,21,13.6,0,0,2.2
J.J. Nelson,1,28,16.9,0,0,2.2
John Ross,1,16,12.1,0,0,1.6
Josh Malone,1,16,12.9,0,0,1.6
Michael Floyd,1,19,12.3,0,0,1.6
Keelan Cole,0,10,13.2,0,0,1.6
Taywan Taylor,1,18,14.2,0,0,1.6
Brice Butler,0,17,19.1,0,0,1.6
Dontrelle Inman,1,17,12.7,0,0,1.6
Rashard Higgins,2,19,9.6,0,0,1.6
Willie Snead,1,20,12.7,0,0,1.6
Markus Wheaton,1,17,14.7,0,0,1.4
Alex Erickson,1,18,12.5,0,0,1.4
Andre Roberts,1,15,12.8,0,0,1.4
Jarius Wright,1,18,11.1,0,0,1.4
Bruce Ellington,2,17,8.8,0,0,1.4
Pharoh Cooper,1,18,14.5,0,0,1.2
Bryce Treggs,1,17,10.7,0,0,1.2
Cody Latimer,0,10,12.5,0,0,1
Louis Murphy,1,19,14.1,0,0,1
Chester Rogers,0,10,12.0,0,0,1
Geronimo Allison,1,16,13.9,0,0,1
Marvin Hall,0,5,17.0,0,0,0.6
Justin Hunter,0,5,13.8,0,0,0.6
Brandon Tate,0,5,18.0,0,0,0.6
Mekale McKay,0,0,0.0,0,0,0
Travis Rudolph,0,2,13.0,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Kaelin Clay,0,3,16.5,0,0,0
Josh Reynolds,0,3,16.0,0,0,0
Reggie Davis,0,3,10.7,0,0,0
Amara Darboh,0,4,14.3,0,0,0
Tavarres King,0,3,15.0,0,0,0
Max McCaffrey,0,4,10.7,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Jarvis Landry,6,55,8.7,0,0,0
Jared Abbrederis,0,4,15.0,0,0,0
Kenny Stills,2,37,13.0,0,0,0
Curtis Samuel,2,32,13.3,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,1,18.0,0,0,0
Trevor Davis,0,1,8.0,0,0,0
Sammie Coates,0,8,10.5,0,0,0
DeVante Parker,4,55,11.5,0,0,0
Ryan Switzer,0,1,9.5,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Josh Bellamy,0,4,13.3,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,12.7,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,0,0.0,0,0,0
Jeff Janis,0,1,16.0,0,0,0
Brittan Golden,0,1,19.0,0,0,0
Tanner McEvoy,0,3,19.0,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,0,2,12.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Tanner Gentry,0,2,14.0,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Braxton Miller,0,1,4.0,0,0,0
Quan Bray,0,4,13.3,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,11.0,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Jaelen Strong,0,2,13.5,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Jakeem Grant,0,1,7.0,0,0,0
Jace Billingsley,0,0,0.0,0,0,0
Chad Williams,0,0,9.0,0,0,0
Nick Williams,0,5,11.6,0,0,0
Isaiah McKenzie,0,1,9.0,0,0,0
Noah Brown,0,3,11.0,0,0,0
Leonte Carroo,0,4,9.8,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Chad Hansen,0,1,15.0,0,0,0
Darrius Heyward-Bey,0,6,21.3,0,0,0
Cody Core,0,6,13.8,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Devin Funchess,4,52,13.1,0,0,0
Chris Thompson,0,0,0.0,0,0,0
Russell Shepard,2,32,14.1,0,0,0
Eric Weems,0,0,5.9,0,0,0
Arrelious Benn,0,0,9.0,0,0,0
Hunter Sharp,0,3,11.7,0,0,0
